t,t_ch,t_sim,A00,A01,A02,A03,A04,A05,A10,A11,A12,A13,A14,A15,A20,A21,A22,A23,A24,A25,A30,A31,A32,A33,A34,A35,A40,A41,A42,A43,A44,A45,A50,A51,A52,A53,A54,A55
0.278666840055508,0.27866684005550224,60.1883180141449,2.351393249623108,-0.0,0.0,0.0,0.0,-0.0,0.17727213686207496,43.96130862224874,0.0,0.0,0.0,-0.11779345323597737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15568487560075825,0.0649055791962687,0.0,0.0,0.0,0.22934554009183306
0.32920389698665703,0.329203896986652,62.38519644737244,2.3465888513579563,-0.0,0.0,0.0,0.0,-0.0,0.17305495889865077,43.994045543721604,0.0,0.0,0.0,-0.11792705707808675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15589800159005826,0.06525706392942575,0.0,0.0,0.0,0.22938049958263246
0.3800093809982264,0.3800093809982221,64.5161235332489,2.3405733403613316,-0.0,0.0,0.0,0.0,-0.0,0.16265918648422642,44.00400554676601,0.0,0.0,0.0,-0.11784941686766384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15599207915629867,0.06551042454353341,0.0,0.0,0.0,0.22939359434769388
0.4301299815613784,0.4301299815613633,66.46031522750854,2.3309864501259687,-0.0,0.0,0.0,0.0,-0.0,0.14900601416348364,43.98445952086857,0.0,0.0,0.0,-0.11749032284080893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1558197042591502,0.06584565492907545,0.0,0.0,0.0,0.22936751765016994
0.4767427780909003,0.4767427780908965,68.67859864234924,2.31439826794287,-0.0,0.0,0.0,0.0,-0.0,0.13214319717346154,43.950157361068044,0.0,0.0,0.0,-0.11715423642191765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1554438942379815,0.06589056650120176,0.0,0.0,0.0,0.22932780258078359
0.5225606536782597,0.5225606536782496,70.63660287857056,2.298050779527653,-0.0,0.0,0.0,0.0,-0.0,0.12075529362573639,43.89963994999555,0.0,0.0,0.0,-0.11686085152419637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15495441797967782,0.06565012208096041,0.0,0.0,0.0,0.229267755948032
0.5685093431132706,0.5685093431132593,72.73998737335205,2.2838686433538835,-0.0,0.0,0.0,0.0,-0.0,0.1135953226963752,43.84117899538775,0.0,0.0,0.0,-0.11665970869350721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1544229416404159,0.06514442128507386,0.0,0.0,0.0,0.22920076801425848
0.61548247870174,0.6154824787017231,74.7727324962616,2.269519900420032,-0.0,0.0,0.0,0.0,-0.0,0.11413796148809824,43.777760591202764,0.0,0.0,0.0,-0.116612962581641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15383617832025137,0.0643385537655109,0.0,0.0,0.0,0.22912932403265437
0.663834082635057,0.6638340826350666,76.96489453315735,2.2529865285334223,-0.0,0.0,0.0,0.0,-0.0,0.12048662523467064,43.71374802291866,0.0,0.0,0.0,-0.11677174270235034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1532099969302278,0.06319613457209046,0.0,0.0,0.0,0.22906131640774227
0.7138083626261248,0.7138083626261145,79.0994815826416,2.235813913654525,-0.0,0.0,0.0,0.0,-0.0,0.13282153075500314,43.66114696678674,0.0,0.0,0.0,-0.11712321821346061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15264647101493017,0.061881402796648353,0.0,0.0,0.0,0.22900925063405014
0.7652371577871006,0.7652371577870711,81.13420104980469,2.2216601548629336,-0.0,0.0,0.0,0.0,-0.0,0.15161708998337145,43.627796373500054,0.0,0.0,0.0,-0.11766204475859307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15228702671901,0.060472778446487165,0.0,0.0,0.0,0.22898501956876982
0.8182551972767991,0.8182551972767906,83.11241936683655,2.2140143605443057,-0.0,0.0,0.0,0.0,-0.0,0.17791180622414718,43.61756886638246,0.0,0.0,0.0,-0.11814971062595177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15220834342367334,0.05931604701944999,0.0,0.0,0.0,0.22899081112189412
0.8715302456450907,0.8715302456450691,85.15460801124573,2.2170625037302774,-0.0,0.0,0.0,0.0,-0.0,0.21187890824776295,43.64288082841626,0.0,0.0,0.0,-0.11878921226921188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1525509139397317,0.058281108760425276,0.0,0.0,0.0,0.22904426068667905
0.9227012383307763,0.9227012383307467,87.19003391265869,2.242260776491616,-0.0,0.0,0.0,0.0,-0.0,0.26073000600423246,43.70528274938072,0.0,0.0,0.0,-0.1193812836141254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15347724049547148,0.05773842914791599,0.0,0.0,0.0,0.2291384056478933
0.9715676826320646,0.9715676826320201,89.35256385803223,2.28758456035881,-0.0,0.0,0.0,0.0,-0.0,0.3212235088183054,43.78791322123369,0.0,0.0,0.0,-0.11971235783547923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15483186274322797,0.05792912594810669,0.0,0.0,0.0,0.2292470957719172
1.0183294604741162,1.018329460474063,91.27292561531067,2.3465582212699077,-0.0,0.0,0.0,0.0,-0.0,0.3886117204773996,43.87787601577996,0.0,0.0,0.0,-0.11950716209496545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15646026815457903,0.058930802993093515,0.0,0.0,0.0,0.2293556617287349
1.0641571923144086,1.0641571923143176,93.53415942192078,2.4013463006189486,0.0,0.0,0.0,0.0,-0.0,0.45847017579879057,43.9519913777072,0.0,0.0,0.0,-0.1188453821727396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15791661580825428,0.060594780919022616,0.0,0.0,0.0,0.2294333625581078
1.110228767041784,1.110228767041742,95.61596131324768,2.4454107059510117,0.0,0.0,0.0,0.0,-0.0,0.5227421482440856,44.001735455929236,0.0,0.0,0.0,-0.11764357234889458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15901558064043098,0.0629107253725167,0.0,0.0,0.0,0.2294717936531762
1.1576838766728235,1.1576838766728206,97.7176444530487,2.4716693089300907,0.0,0.0,0.0,0.0,-0.0,0.5743451033488532,44.01822719230941,0.0,0.0,0.0,-0.11584409625615517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15955241976316953,0.06584158503293931,0.0,0.0,0.0,0.22946079723734558
1.2070949083208715,1.2070949083208258,99.91973495483398,2.475481655528353,0.0,0.0,0.0,0.0,-0.0,0.5990792647064052,43.99486445548345,0.0,0.0,0.0,-0.11334244200727225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15933513811969952,0.06958398593289189,0.0,0.0,0.0,0.22938645003416328
1.2603164934420634,1.260316493442018,102.0158679485321,2.443849078723188,0.0,0.0,0.0,0.0,-0.0,0.576948394845038,43.91522699435057,0.0,0.0,0.0,-0.11012292672112746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15807276299680345,0.07360812159491921,0.0,0.0,0.0,0.2292390430759799
1.3164641919304503,1.316464191930462,104.03770661354065,2.3761976897714354,0.0,0.0,0.0,0.0,-0.0,0.4857804808274944,43.78386000965695,0.0,0.0,0.0,-0.10639867238383865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15567771585740567,0.07818988015150599,0.0,0.0,0.0,0.22900574254850134
1.3726292924912689,1.3726292924912393,106.04370284080505,2.2561153571132766,-0.0,0.0,0.0,0.0,-0.0,0.30466695431506635,43.58326446169832,0.0,0.0,0.0,-0.1021921999251646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1520271891500679,0.08263612833247794,0.0,0.0,0.0,0.22867973290191457
1.4287943930520872,1.4287943930520166,108.04611253738403,2.109649393439309,-0.0,0.0,0.0,0.0,-0.0,0.04851807190048518,43.35025186137849,0.0,0.0,0.0,-0.09873495968289102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1478534687002168,0.08563669678049828,0.0,0.0,0.0,0.22832305972648742
1.4785423933409951,1.4785423933409232,109.97173142433167,1.9469697328344342,-0.0,0.0,0.0,0.0,-0.0,-0.2776151669455924,43.1301396021369,0.0,0.0,0.0,-0.09677722419437719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14385348876976295,0.08658166210952631,0.0,0.0,0.0,0.22799409047886263
1.5303025806609978,1.5303025806609687,111.87075352668762,1.8614894022647226,-0.0,0.0,0.0,0.0,-0.0,-0.5786946285808232,42.98416894017749,0.0,0.0,0.0,-0.09687108423901014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14146800269331616,0.0852698633064415,0.0,0.0,0.0,0.22777783040835867
1.5850734447926196,1.5850734447925365,113.81560969352722,1.8347784259716589,-0.0,0.0,0.0,0.0,-0.0,-0.8673715722291132,42.96642699150753,0.0,0.0,0.0,-0.10142102370423789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14079526165792666,0.07928969862644786,0.0,0.0,0.0,0.22780291193792024
1.6383282345674013,1.6383282345673624,115.8386697769165,1.8834504303500221,-0.0,0.0,0.0,0.0,-0.0,-1.0934352895018227,43.155592629446026,0.0,0.0,0.0,-0.112720768740131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14240514389658215,0.06669400612829487,0.0,0.0,0.0,0.22820638007603794
1.6754677122635893,1.6754677122635422,117.94186973571777,1.9957662666161307,-0.0,0.0,0.0,0.0,-0.0,-1.1922580806687844,43.5519793773247,0.0,0.0,0.0,-0.12850550979520817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14620042545470124,0.05044450165508923,0.0,0.0,0.0,0.22892044164187358
1.708027888712907,1.708027888712851,120.00446724891663,2.135556099937889,-0.0,0.0,0.0,0.0,-0.0,-1.1652054530812501,43.92638036737355,0.0,0.0,0.0,-0.1393101101619983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15047358597578392,0.040437185727121405,0.0,0.0,0.0,0.22947982268378547
1.7414912092039945,1.7414912092039667,121.99316716194153,2.3732156915889493,-0.0,0.0,0.0,0.0,-0.0,-1.0470706499937756,44.31076693107303,0.0,0.0,0.0,-0.14923972980888597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15642380480274434,0.031338894193452926,0.0,0.0,0.0,0.23003055148703266
1.77290209347436,1.7729020934743092,123.87377285957336,2.5878962633125826,-0.0,0.0,0.0,0.0,-0.0,-0.8772060375218268,44.64935372607168,0.0,0.0,0.0,-0.15655824070856642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16247869442546362,0.024965439178024063,0.0,0.0,0.0,0.23046723805297056
1.803479064750738,1.8034790647506829,125.9258484840393,2.744857216167759,-0.0,0.0,0.0,0.0,-0.0,-0.6843922675414074,44.92777142544449,0.0,0.0,0.0,-0.16134079267474558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.167663947084203,0.021184733944458183,0.0,0.0,0.0,0.23081857075049728
1.834615578578938,1.8346155785788736,127.88947033882141,2.855803182348827,-0.0,0.0,0.0,0.0,-0.0,-0.48017290191078665,45.15467385989377,0.0,0.0,0.0,-0.16365785529893334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17201154319763562,0.020008624677220095,0.0,0.0,0.0,0.23109368953884496
1.8643754756980517,1.864375475697963,129.9042136669159,2.9765896219423005,-0.0,0.0,0.0,0.0,-0.0,-0.21661375160363086,45.34966755051086,0.0,0.0,0.0,-0.1647357275550075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17665837626534497,0.019974794984219942,0.0,0.0,0.0,0.2313330393371293
1.8910456539892033,1.8910456539891067,131.99222207069397,3.134563540539838,-0.0,0.0,0.0,0.0,-0.0,0.07926366985286905,45.48294073232724,0.0,0.0,0.0,-0.1643932749323442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1823721554001739,0.021145306746178996,0.0,0.0,0.0,0.23155179962720182
1.9158837612946753,1.915883761294552,134.00615096092224,3.3031538691561586,-0.0,0.0,0.0,0.0,-0.0,0.3744335979598233,45.546849177456565,0.0,0.0,0.0,-0.1631673939995612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18864823972751535,0.022826237940877226,0.0,0.0,0.0,0.23176009165161837
1.9426381179281729,1.942638117928044,136.1132082939148,3.426751429192474,0.0,0.0,0.0,0.0,-0.0,0.6431473804894403,45.54894435353306,0.0,0.0,0.0,-0.16052117734957233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19333269519931354,0.02563307359632355,0.0,0.0,0.0,0.23188623318551788
1.9731027492516608,1.9731027492515445,138.13825130462646,3.518957431867081,0.0,0.0,0.0,0.0,-0.0,0.9225542090653635,45.492092909034056,0.0,0.0,0.0,-0.15593173663603918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19675888533279395,0.030167894878993066,0.0,0.0,0.0,0.2319339365603491
2.009435888260914,2.0094358882608043,140.16036295890808,3.557998431666438,0.0,0.0,0.0,0.0,-0.0,1.213117617938084,45.354232914530144,0.0,0.0,0.0,-0.14835238878973708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1977088741253593,0.037410544196203516,0.0,0.0,0.0,0.2318315541421821
2.0572498501809675,2.0572498501807877,142.1611132621765,3.5232367338446964,0.0,0.0,0.0,0.0,-0.0,1.5145006672249754,45.0973305902296,0.0,0.0,0.0,-0.13690416886995974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19526858398534302,0.0480852019753217,0.0,0.0,0.0,0.23151854738529035
2.1127040873809344,2.1127040873807736,144.56589198112488,3.302662439378397,0.0,0.0,0.0,0.0,-0.0,1.810222241160599,44.594341720531425,0.0,0.0,0.0,-0.11881932926895346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18545382258347154,0.0643013651529146,0.0,0.0,0.0,0.23074218335820434
2.14818056220437,2.148180562204157,146.66322231292725,2.7329860567673863,0.0,0.0,0.0,0.0,-0.0,1.8794025523318307,43.84086370716456,0.0,0.0,0.0,-0.09344037778344619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16339197688872498,0.08699186326645636,0.0,0.0,0.0,0.22933468831029338
2.1780768060843267,2.1780768060840474,148.59798908233643,2.3732417940997186,0.0,0.0,0.0,0.0,-0.0,1.8080423261850596,43.17804152031354,0.0,0.0,0.0,-0.07827439573121411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15226958462541482,0.09849006715726384,0.0,0.0,0.0,0.22841240977732918
2.20749354476652,2.207493544766203,150.66441178321838,1.964972736182764,0.0,0.0,0.0,0.0,-0.0,1.6602415041490393,42.59660467787934,0.0,0.0,0.0,-0.0657442412163777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1422470108732778,0.10802632562425961,0.0,0.0,0.0,0.22754134576009868
2.2384815909733184,2.238481590972966,152.5784604549408,1.7318302571078454,0.0,0.0,0.0,0.0,-0.0,1.4940510786121155,42.007810797384884,0.0,0.0,0.0,-0.051733659561330414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13460408076325103,0.11948678895790597,0.0,0.0,0.0,0.22649064456054782
2.2715094525641475,2.2715094525637767,154.63418889045715,1.5403570456663047,0.0,0.0,0.0,0.0,-0.0,1.2687910417689345,41.40835323144069,0.0,0.0,0.0,-0.03636779348533808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12763950560503232,0.132637910064361,0.0,0.0,0.0,0.22525312247818793
2.3077825170956126,2.307782517095186,156.68510961532593,1.3783807938848003,0.0,0.0,0.0,0.0,-0.0,0.9537599489675012,40.821809599143926,0.0,0.0,0.0,-0.019960312685384743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12148857350593462,0.14737467784667693,0.0,0.0,0.0,0.22385240425075295
2.350739382433905,2.350739382433496,158.70703625679016,1.223718297272375,0.0,0.0,0.0,0.0,-0.0,0.5350391604230313,40.316776218132155,0.0,0.0,0.0,-0.007097653956681002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11650026087266156,0.15905898272185037,0.0,0.0,0.0,0.22254780344554015
2.393443617178699,2.393443617178277,161.14600610733032,1.1016078900788244,-0.0,0.0,0.0,0.0,-0.0,-0.03473961484646429,40.02925992024132,0.0,0.0,0.0,-0.004779826058766416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11389462438452184,0.16097495633672002,0.0,0.0,0.0,0.22177449976683902
2.437529178040401,2.4375291780400365,163.64047718048096,1.1466493306453294,-0.0,0.0,0.0,0.0,-0.0,-0.5904899695172534,40.260958441397186,0.0,0.0,0.0,-0.023978656377087175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11644096281503898,0.14263541942899705,0.0,0.0,0.0,0.22237842963397506
2.4634645596841245,2.4634645596837057,165.69895887374878,1.3307090890701412,-0.0,0.0,0.0,0.0,-0.0,-1.1185105169064071,41.05250893491832,0.0,0.0,0.0,-0.06579744166413823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1231475370593269,0.10319376435428501,0.0,0.0,0.0,0.22446032137209807
2.4857723762481285,2.4857723762477586,167.64179277420044,1.5069907654881785,-0.0,0.0,0.0,0.0,-0.0,-1.3871255511643326,41.7225851413097,0.0,0.0,0.0,-0.09236359668664215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.128758764624961,0.0800660150652801,0.0,0.0,0.0,0.225848602232286
2.5065937053534855,2.5065937053531466,169.6624677181244,1.6597546057774584,-0.0,0.0,0.0,0.0,-0.0,-1.5913192864022638,42.28049256285169,0.0,0.0,0.0,-0.1128274688085389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13344038798186816,0.06247593340914883,0.0,0.0,0.0,0.2269198630054313
2.527826332721503,2.527826332721149,171.75062346458435,1.7857582081409806,-0.0,0.0,0.0,0.0,-0.0,-1.758053857686903,42.73957823975521,0.0,0.0,0.0,-0.12843348443592278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13744721766924742,0.04975410711991062,0.0,0.0,0.0,0.22766343299341857
2.5494443095459127,2.5494443095455117,173.9160566329956,1.9154970781432354,-0.0,0.0,0.0,0.0,-0.0,-1.8955819298767598,43.195745158391645,0.0,0.0,0.0,-0.14325360191912065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14153054552767086,0.03792520480832804,0.0,0.0,0.0,0.2283588684078574
