t,t_ch,t_sim,A00,A01,A02,A03,A04,A05,A10,A11,A12,A13,A14,A15,A20,A21,A22,A23,A24,A25,A30,A31,A32,A33,A34,A35,A40,A41,A42,A43,A44,A45,A50,A51,A52,A53,A54,A55
0.278666840055508,0.27866684005550224,60.19274139404297,2.36260235588935,0.1946018107730169,0.0,0.0,0.0,-0.1365425304260319,-0.25770740183052904,44.275712338281686,0.0,0.0,0.0,0.08137446042475108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1362196072797011,-0.10132457199946823,0.0,0.0,0.0,0.23617589330201927
0.32920389698665703,0.329203896986652,62.389068841934204,2.376343854255824,0.19618223431778117,0.0,0.0,0.0,-0.13707118077622618,-0.259632686499677,44.317955623402874,0.0,0.0,0.0,0.08211274071044462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13675171400799557,-0.10107138029658225,0.0,0.0,0.0,0.23622530841920686
0.3800093809982264,0.3800093809982221,64.51931047439575,2.378967919841409,0.19423786387070133,0.0,0.0,0.0,-0.13732753835495634,-0.2636510302110954,44.33341596403492,0.0,0.0,0.0,0.08254353476327765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13698081437533335,-0.10081630664790377,0.0,0.0,0.0,0.23624688269122066
0.4301299815613784,0.4301299815613633,66.46339106559753,2.3734626971868837,0.19131909973907402,0.0,0.0,0.0,-0.13731428168625726,-0.2672072180254946,44.3196288036097,0.0,0.0,0.0,0.08211005791795095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13693260957426434,-0.10122591986369553,0.0,0.0,0.0,0.23622437329651108
0.4767427780909003,0.4767427780908965,68.68256688117981,2.364377744860605,0.18366316920353137,0.0,0.0,0.0,-0.13709398017503857,-0.27394118252389554,44.29197220775096,0.0,0.0,0.0,0.08173718158093225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13666374041464566,-0.10130762135295933,0.0,0.0,0.0,0.23619799275786607
0.5225606536782597,0.5225606536782496,70.63970994949341,2.354313468514536,0.1741720594241541,0.0,0.0,0.0,-0.13673269361429932,-0.28043709871843453,44.2479075774608,0.0,0.0,0.0,0.08119314512062602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13627097539717276,-0.10131782848684312,0.0,0.0,0.0,0.23615417625186874
0.5685093431132706,0.5685093431132593,72.7431972026825,2.3332362356945255,0.16802007915141598,0.0,0.0,0.0,-0.1361193841876666,-0.2824023625157473,44.188554714850056,0.0,0.0,0.0,0.08049845925369647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1356378272968343,-0.10130567072547618,0.0,0.0,0.0,0.23609343868225222
0.61548247870174,0.6154824787017231,74.77601552009583,2.3077352614978,0.16543454879550507,0.0,0.0,0.0,-0.13539280503882734,-0.2795591421561814,44.12022417824336,0.0,0.0,0.0,0.07976478776910267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13492158203494103,-0.10118672858039882,0.0,0.0,0.0,0.23602425364827226
0.663834082635057,0.6638340826350666,76.96824765205383,2.277025709064608,0.167896819785537,0.0,0.0,0.0,-0.13458966071241343,-0.27096451942068606,44.04624375342282,0.0,0.0,0.0,0.07909253000011658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13415258309636388,-0.10087534727827137,0.0,0.0,0.0,0.23595207405520996
0.7138083626261248,0.7138083626261145,79.10270571708679,2.250260631594058,0.17550341268934475,0.0,0.0,0.0,-0.1339038946224102,-0.2576080319539912,43.97966898313139,0.0,0.0,0.0,0.07865151660248305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1335259957719435,-0.1003531044138621,0.0,0.0,0.0,0.23589051934054053
0.7652371577871006,0.7652371577870711,81.13745880126953,2.228178790045993,0.18794257135778195,0.0,0.0,0.0,-0.13334653772519545,-0.2402033559974911,43.92414842626662,0.0,0.0,0.0,0.07844268795917632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13304207762189268,-0.09969213524834511,0.0,0.0,0.0,0.23584178641857043
0.8182551972767991,0.8182551972767906,83.11545062065125,2.216615304784076,0.2011331694592491,0.0,0.0,0.0,-0.1330347630330168,-0.22299296261057286,43.888095304748134,0.0,0.0,0.0,0.07862959778886391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13281054499854292,-0.09883615985915191,0.0,0.0,0.0,0.2358132197231166
0.8715302456450907,0.8715302456450691,85.15805268287659,2.2204460579924916,0.20829291447382162,0.0,0.0,0.0,-0.13306422098284312,-0.21272312274648378,43.879154701792125,0.0,0.0,0.0,0.07928531532400922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13290444100757726,-0.09778500571302819,0.0,0.0,0.0,0.2358126882102739
0.9227012383307763,0.9227012383307467,87.19299578666687,2.240992704153884,0.20790941799812013,0.0,0.0,0.0,-0.13347129036608282,-0.21084249006115793,43.90375362939612,0.0,0.0,0.0,0.08027952262494449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13337718880826574,-0.09684019014770985,0.0,0.0,0.0,0.23584351117356966
0.9715676826320646,0.9715676826320201,89.3557801246643,2.270349663729499,0.20481536343620876,0.0,0.0,0.0,-0.13411474123532222,-0.21280697283777786,43.93908901727642,0.0,0.0,0.0,0.0804627941391091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13409214965864844,-0.09717868965769816,0.0,0.0,0.0,0.2358478231834742
1.0183294604741162,1.018329460474063,91.27598023414612,2.3106639237884132,0.1908663868175294,0.0,0.0,0.0,-0.13505274080538987,-0.22611120935331627,44.01784992646445,0.0,0.0,0.0,0.08188194873881242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13510150362352016,-0.09655601636367159,0.0,0.0,0.0,0.23593624456269682
1.0641571923144086,1.0641571923143176,93.53741526603699,2.345579588389105,0.17649434075294107,0.0,0.0,0.0,-0.13595721699619095,-0.23976581508042968,44.10583566190673,0.0,0.0,0.0,0.08300198272549959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13609615543143463,-0.09643818036663257,0.0,0.0,0.0,0.23603282997026873
1.110228767041784,1.110228767041742,95.61922717094421,2.374485518496082,0.1665398158071724,0.0,0.0,0.0,-0.13682173903232306,-0.2497865974439264,44.1936790411968,0.0,0.0,0.0,0.08376379451308963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13706867991058735,-0.09679050320767224,0.0,0.0,0.0,0.23612616995245692
1.1576838766728235,1.1576838766728206,97.72080492973328,2.4029181623445997,0.16663844231937588,0.0,0.0,0.0,-0.13765167907815593,-0.25148807076766555,44.278025266546,0.0,0.0,0.0,0.08420567754788683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13803994464476313,-0.09748000374087533,0.0,0.0,0.0,0.23621405473740603
1.2070949083208715,1.2070949083208258,99.92295432090759,2.4239577571224227,0.17838482456475444,0.0,0.0,0.0,-0.13835620910782567,-0.2443444088657948,44.3500601781792,0.0,0.0,0.0,0.08389485139106732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13888228643038578,-0.09903157655184759,0.0,0.0,0.0,0.2362732710561981
1.2603164934420634,1.260316493442018,102.01902294158936,2.440775772251422,0.1931230433569867,0.0,0.0,0.0,-0.13880977051985646,-0.23605573973974003,44.39683547867241,0.0,0.0,0.0,0.08391903056647759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13941499044309613,-0.09981201775201066,0.0,0.0,0.0,0.23631619875923085
1.3164641919304503,1.316464191930462,104.04078936576843,2.4591337945250618,0.22310119195902023,0.0,0.0,0.0,-0.1393164425207558,-0.21892469285713578,44.441735403938566,0.0,0.0,0.0,0.08291403829875521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1399108902274083,-0.10167451424007627,0.0,0.0,0.0,0.23635892388799365
1.3726292924912689,1.3726292924912393,106.04665732383728,2.4728733200177473,0.2493864735469979,0.0,0.0,0.0,-0.13955497460308233,-0.20857813069800596,44.4456555338191,0.0,0.0,0.0,0.0817735076537679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1399495585861146,-0.10305482061460357,0.0,0.0,0.0,0.23635886872131312
1.4287943930520872,1.4287943930520166,108.04915881156921,2.4705385724536133,0.2643739682500427,0.0,0.0,0.0,-0.13935079591692157,-0.21020995490359853,44.40259220286679,0.0,0.0,0.0,0.08056943533033806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13933755619468952,-0.1038022211340473,0.0,0.0,0.0,0.23631172483410648
1.4785423933409951,1.4785423933409232,109.97480726242065,2.4431384310729825,0.2623064638140081,0.0,0.0,0.0,-0.13853759240177987,-0.2298455090224367,44.31530041213857,0.0,0.0,0.0,0.07955413404879993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13785570829407678,-0.10380475226028359,0.0,0.0,0.0,0.23621676551007506
1.5303025806609978,1.5303025806609687,111.87374258041382,2.396532752075822,0.24535619229113875,0.0,0.0,0.0,-0.13726138125968365,-0.26068373315415383,44.20475470679409,0.0,0.0,0.0,0.07882468997651705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13585265575760486,-0.10331625757849403,0.0,0.0,0.0,0.23609054438079766
1.5850734447926196,1.5850734447925365,113.81876516342163,2.335555712742982,0.21824971316967723,0.0,0.0,0.0,-0.13561305150407646,-0.30071801899058537,44.07215570098847,0.0,0.0,0.0,0.07817969837407562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13339047614989755,-0.10253102396615345,0.0,0.0,0.0,0.23593222569143013
1.6383282345674013,1.6383282345673624,115.84203863143921,2.262659705072844,0.17908819248369548,0.0,0.0,0.0,-0.13382544063801166,-0.34955825426441595,43.94377264310092,0.0,0.0,0.0,0.07718047531421436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1308192185027797,-0.10223429955833715,0.0,0.0,0.0,0.235772021535044
1.6754677122635893,1.6754677122635422,117.94520616531372,2.200820347605016,0.13158361721053602,0.0,0.0,0.0,-0.1323649873782496,-0.40090573477474045,43.8535469328502,0.0,0.0,0.0,0.07586092864856234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12880051999052877,-0.10308908280166228,0.0,0.0,0.0,0.2356345642944571
1.708027888712907,1.708027888712851,120.00753736495972,2.185486002068845,0.11446792166861142,0.0,0.0,0.0,-0.13190134839171413,-0.4210185819731248,43.83561138352147,0.0,0.0,0.0,0.0747410199205772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12819237072751424,-0.1050062759641468,0.0,0.0,0.0,0.23556186764639475
1.7414912092039945,1.7414912092039667,121.99611163139343,2.1592778382118993,0.08864386921706613,0.0,0.0,0.0,-0.1313702812643063,-0.44310220846562787,43.827136206134064,0.0,0.0,0.0,0.07394971341986746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12762053636948725,-0.10662891057706297,0.0,0.0,0.0,0.23550672192734448
1.77290209347436,1.7729020934743092,123.87697052955627,2.144578722100133,0.06358428386885293,0.0,0.0,0.0,-0.13106417872293508,-0.4599415384043811,43.82627402474985,0.0,0.0,0.0,0.07345548183969221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.127439774642935,-0.10806819804399175,0.0,0.0,0.0,0.23546400297265643
1.803479064750738,1.8034790647506829,125.92896485328674,2.1372496363759317,0.03430454920180855,0.0,0.0,0.0,-0.13094935226223822,-0.47766749394644287,43.83946089107703,0.0,0.0,0.0,0.07343164554475413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1275309341424027,-0.10909388107336812,0.0,0.0,0.0,0.23544646114735135
1.834615578578938,1.8346155785788736,127.89263963699341,2.1454062730582524,0.010452395174554874,0.0,0.0,0.0,-0.13116195020181234,-0.4902415294176279,43.87134633940866,0.0,0.0,0.0,0.07384863795147922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12801333904322676,-0.10981784202541661,0.0,0.0,0.0,0.23545584015518287
1.8643754756980517,1.864375475697963,129.90810465812683,2.1594186713973285,-0.009984419279893115,0.0,0.0,0.0,-0.1315130052642709,-0.4937587314017916,43.91268537385155,0.0,0.0,0.0,0.07466914517663231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12880681359565202,-0.11004137736609794,0.0,0.0,0.0,0.23548619082032518
1.8910456539892033,1.8910456539891067,131.99523520469666,2.1831672960571757,-0.022331727274316843,0.0,0.0,0.0,-0.13205830884755423,-0.48642686287724785,43.961833375890954,0.0,0.0,0.0,0.07592310333125062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12991313724773199,-0.10961547835394278,0.0,0.0,0.0,0.23553802219734063
1.9158837612946753,1.915883761294552,134.0092499256134,2.207697636719726,-0.02509543207552862,0.0,0.0,0.0,-0.1326490641806571,-0.46818418085295177,44.010445930558454,0.0,0.0,0.0,0.07746569027368862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1311315136385955,-0.10852794166858305,0.0,0.0,0.0,0.23560486030605632
1.9426381179281729,1.942638117928044,136.11723566055298,2.2357630190950686,-0.02026587134807171,0.0,0.0,0.0,-0.13329280690973463,-0.4435578956332318,44.054020174574894,0.0,0.0,0.0,0.07923412537637128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1323920418952535,-0.10692012556356952,0.0,0.0,0.0,0.2356757781379053
1.9731027492516608,1.9731027492515445,138.1416437625885,2.267930591188125,-0.003950215008353408,0.0,0.0,0.0,-0.13403094268878932,-0.40600633497508065,44.09985418350903,0.0,0.0,0.0,0.08146233084525072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1338353957550364,-0.10463730066450087,0.0,0.0,0.0,0.23576068031643344
2.009435888260914,2.0094358882608043,140.16328859329224,2.307014448871049,0.02943196342769539,0.0,0.0,0.0,-0.13491142553455973,-0.35021121039409603,44.149877303122025,0.0,0.0,0.0,0.08444569445495789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13552211409299605,-0.1013172385280904,0.0,0.0,0.0,0.2358654904161635
2.0572498501809675,2.0572498501807877,142.16409420967102,2.352629724400078,0.09469429228973356,0.0,0.0,0.0,-0.1359713622994294,-0.26182685565782887,44.197476065722256,0.0,0.0,0.0,0.087972972200186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13753340129040226,-0.09701639864384932,0.0,0.0,0.0,0.23597470560810804
2.1127040873809344,2.1127040873807736,144.56894612312317,2.405782476663758,0.20345097183397254,0.0,0.0,0.0,-0.13734063508034655,-0.12654816777960218,44.25918897299364,0.0,0.0,0.0,0.09382465510348321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14007151429444598,-0.08929603931994363,0.0,0.0,0.0,0.23616774662896978
2.14818056220437,2.148180562204157,146.66631078720093,2.489336148917201,0.34849279727302374,0.0,0.0,0.0,-0.13918603743873348,0.027075904972417547,44.32890629475262,0.0,0.0,0.0,0.10106213614306767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1427313713920563,-0.07937010491190186,0.0,0.0,0.0,0.23640476310013833
2.1780768060843267,2.1780768060840474,148.6010503768921,2.5360645079001403,0.41977519891262915,0.0,0.0,0.0,-0.14028610815903503,0.1052036920997245,44.31168667059306,0.0,0.0,0.0,0.1054567306699877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14411900506032374,-0.07130773222291377,0.0,0.0,0.0,0.23654195486006546
2.20749354476652,2.207493544766203,150.66757655143738,2.554010835302966,0.4692273221807835,0.0,0.0,0.0,-0.14084337481508405,0.15601103589902957,44.28773901744748,0.0,0.0,0.0,0.1081686996789502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1447374151234318,-0.06560186716586716,0.0,0.0,0.0,0.2366393067389147
2.2384815909733184,2.238481590972966,152.58173060417175,2.571471907570174,0.5000508790037775,0.0,0.0,0.0,-0.14136245225573962,0.18704223446616378,44.25975270361073,0.0,0.0,0.0,0.11008514265665431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14524228456506208,-0.06113530586455853,0.0,0.0,0.0,0.23671101270057565
2.2715094525641475,2.2715094525637767,154.6376669406891,2.5870756893425075,0.5097613243346765,0.0,0.0,0.0,-0.14180539275615184,0.19362149986766156,44.2274051662119,0.0,0.0,0.0,0.11120286824226609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14552052925287798,-0.05780283531546349,0.0,0.0,0.0,0.23676034237704754
2.3077825170956126,2.307782517095186,156.68826365470886,2.600159151896898,0.49038525582382575,0.0,0.0,0.0,-0.1421889769826837,0.16430860174962272,44.19341058378073,0.0,0.0,0.0,0.1111954515951761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14548722188139304,-0.05613953895136508,0.0,0.0,0.0,0.23678274735876512
2.350739382433905,2.350739382433496,158.70995092391968,2.6058630295166765,0.4320399136131724,0.0,0.0,0.0,-0.14243072008680627,0.08872417434875512,44.15701953879355,0.0,0.0,0.0,0.109147665239128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14500969657032842,-0.057008971458450096,0.0,0.0,0.0,0.23677497433218378
2.393443617178699,2.393443617178277,161.14910674095154,2.5939624090193063,0.31409711502233106,0.0,0.0,0.0,-0.14232975830729908,-0.05883542809683397,44.12230447577921,0.0,0.0,0.0,0.10341191199641801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14368559556068286,-0.06234287042183025,0.0,0.0,0.0,0.2367255922105742
2.437529178040401,2.4375291780400365,163.64383053779602,2.566248064894866,0.15919318780426353,0.0,0.0,0.0,-0.14182702514940337,-0.25220420086504475,44.115112177842384,0.0,0.0,0.0,0.09372323761623642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14166190138958143,-0.07289083821098744,0.0,0.0,0.0,0.23664659650700076
2.4634645596841245,2.4634645596837057,165.70350456237793,2.5226776425566095,-0.021767457607380178,0.0,0.0,0.0,-0.14090221347266715,-0.48110793805828106,44.14114089663465,0.0,0.0,0.0,0.080187248225341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13893956001726768,-0.08880395780698463,0.0,0.0,0.0,0.2365413136712009
2.4857723762481285,2.4857723762477586,167.64496612548828,2.538634633814578,-0.10068495432804724,0.0,0.0,0.0,-0.14114286316919367,-0.6003384414659692,44.219156176567175,0.0,0.0,0.0,0.07124871093267451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13816742723550451,-0.1011809008284126,0.0,0.0,0.0,0.2364874942798888
