t,t_ch,t_sim
5.08760191210735,5.0876019121066,119.68656253814697
5.122612375578053,5.12261237557732,120.46413612365723
5.157509538504579,5.157509538503839,121.29343485832214
5.1926468469676985,5.192646846967108,122.14064955711365
5.228437901819276,5.228437901818673,122.9831326007843
5.265359144636977,5.265359144636451,123.84028553962708
5.302852836166761,5.302852836166397,124.69017553329468
5.3406257113246625,5.340625711324416,125.5040717124939
5.378698117114205,5.37869811711387,126.30494403839111
5.41715725055073,5.4171572505504875,127.13274693489075
5.45596323216912,5.455963232168968,128.03975105285645
5.495128466227614,5.495128466227407,128.8750331401825
5.534325857403996,5.534325857403711,129.69753456115723
5.573331611800371,5.573331611800232,130.50031971931458
5.612228069888097,5.612228069888016,131.32870078086853
5.651170084703365,5.651170084703438,132.13233709335327
5.690450407138695,5.690450407138712,132.94481587409973
5.73029996472336,5.7302999647233825,133.70123410224915
5.770149678129579,5.770149678129714,134.50557780265808
5.808928698301354,5.808928698301574,135.33770871162415
5.845490239248569,5.8454902392487735,136.209454536438
5.880435008054651,5.880435008054873,137.01550889015198
5.914126658780528,5.914126658780885,137.84040570259094
5.946563975039821,5.9465639750403,138.7002329826355
5.9779959065027155,5.977995906503278,139.49023151397705
6.008860473965788,6.008860473966404,140.35715436935425
6.0397136362948505,6.039713636295549,141.2602095603943
6.071024245877896,6.071024245878516,142.0269000530243
6.103776286969416,6.103776286969956,142.96261024475098
6.138074248570635,6.138074248571315,143.83585834503174
6.173999189452364,6.17399918945309,144.63545513153076
6.21146037982149,6.211460379822286,145.5040442943573
6.250411937818723,6.250411937819434,146.35158157348633
6.290149428999957,6.290149429000691,147.19243168830872
6.328071199101063,6.328071199101717,147.985910654068
6.3635494314062075,6.363549431406807,148.82134985923767
6.396493050938675,6.396493050939243,149.6316466331482
6.427490151783843,6.42749015178454,150.45109462738037
6.457052231038784,6.457052231039381,151.28809690475464
6.485579848262551,6.485579848263023,152.12901210784912
6.513412907545267,6.5134129075456935,152.91788983345032
6.540771834879172,6.540771834879592,153.7550663948059
6.567984314501009,6.567984314501472,154.57481336593628
6.595383966316105,6.595383966316589,155.4501392841339
6.623086131223184,6.623086131223625,156.31169819831848
6.651332979607238,6.651332979607664,157.16842889785767
6.680539148651609,6.680539148652089,158.0478274822235
6.7114702096062295,6.711470209606839,158.9000265598297
6.744780931435586,6.744780931436297,159.80851912498474
6.781313965679436,6.781313965680144,160.6505115032196
6.82021373108499,6.820213731085853,161.55390119552612
6.86168924877084,6.861689248771701,162.3772988319397
6.905758196679798,6.905758196680776,163.23957061767578
6.953177085196582,6.953177085197438,164.06903910636902
7.00378477663491,7.003784776635698,164.92755103111267
7.052613817861968,7.052613817862565,165.77638602256775
7.095868624852122,7.095868624852899,166.58944964408875
7.135419295360908,7.135419295361573,167.36802911758423
7.172794019739543,7.172794019740095,168.2468729019165
7.208217685312608,7.2082176853132465,169.13292002677917
7.240419721742015,7.240419721742696,170.01065397262573
7.270726703637993,7.270726703638801,170.84593319892883
7.299836088729496,7.299836088730419,171.68890261650085
7.328417480268522,7.328417480269327,172.45308136940002
7.356678347214213,7.356678347214911,173.28094506263733
7.384907654592087,7.384907654592873,174.0856282711029
7.413244146244009,7.413244146244855,174.88598132133484
7.441846810987794,7.441846810988727,175.7008240222931
7.470908109865211,7.4709081098662065,176.52542853355408
7.500492222403326,7.500492222404308,177.34435391426086
7.5307786696723875,7.53077866967347,178.20807480812073
7.562244025466935,7.562244025468125,178.99863386154175
7.595260662859812,7.595260662860978,179.83568239212036
7.630146623051056,7.630146623052108,180.66371774673462
7.6675232441236005,7.667523244124688,181.50999307632446
7.708474715404565,7.70847471540571,182.3849494457245
7.752617864982543,7.752617864983869,183.2477686405182
7.798888835919384,7.7988888359208195,184.0699760913849
7.848972543273018,7.84897254327464,184.84225273132324
7.899320512715726,7.899320512717186,185.63147974014282
7.951325319936377,7.951325319938033,186.5229058265686
8.00091907875151,8.000919078752998,187.394366979599
8.047471102142275,8.047471102143579,188.21578407287598
8.094343192727115,8.094343192728108,188.99608445167542
8.137064790142581,8.137064790143281,189.84081983566284
8.172877287294025,8.172877287294973,190.66596126556396
8.203416389338006,8.203416389338914,191.45714497566223
8.231461874809208,8.231461874810167,192.2902672290802
8.258444215997967,8.258444215998843,193.04115772247314
8.284974867627284,8.284974867627971,193.85985898971558
8.31124456784877,8.31124456784948,194.61970615386963
8.33744835315549,8.337448353156107,195.4551923274994
8.363803449000436,8.363803449000939,196.26929354667664
8.390803494228894,8.390803494229177,197.09523129463196
8.419041972672858,8.41904197267319,197.8540027141571
8.449143828437501,8.449143828437858,198.7249300479889
8.481457258985685,8.481457258986023,199.50926113128662
8.51645167580813,8.51645167580841,200.37716031074524
8.554709409378306,8.554709409378857,201.24072122573853
8.598140468530087,8.598140468530614,202.09265899658203
8.650008095067749,8.65000809506798,202.90928530693054
8.701615924297737,8.70161592429769,203.87485551834106
8.749886439205417,8.749886439205559,204.69266939163208
8.793639786132388,8.793639786132168,205.5174102783203
8.837229002560758,8.837229002560845,206.35852575302124
8.879495145292443,8.879495145292251,207.19212913513184
8.918986551017712,8.9189865510174,208.01223850250244
8.959378140410518,8.959378140410013,208.81618213653564
9.002612195448704,9.002612195448126,209.65173435211182
9.049583056163279,9.049583056162763,210.44484686851501
9.091038244151795,9.091038244151342,211.20792937278748
9.123869037663255,9.123869037662537,212.08825206756592
9.152165676711027,9.152165676710073,212.89348936080933
9.178645383460895,9.17864538346014,213.72971439361572
9.204634768926693,9.204634768925912,214.53305745124817
9.230126130407507,9.230126130406601,215.36953973770142
9.255135407800909,9.255135407800063,216.2010896205902
9.280001710196746,9.280001710196013,217.08372712135315
9.305083101991931,9.305083101991036,217.84390807151794
9.330690806659018,9.330690806658017,218.63952565193176
9.357477400696347,9.357477400695133,219.44583535194397
9.385799208020785,9.385799208019328,220.31180930137634
9.416054287671358,9.416054287670047,221.1342167854309
9.448822733255234,9.448822733254131,221.9383783340454
9.486177733124576,9.486177733123338,222.7280170917511
9.529879262574502,9.529879262572905,223.549311876297
9.574549478917886,9.574549478916406,224.38170099258423
9.62189219474399,9.621892194742802,225.25710344314575
9.6655348762146,9.665534876213233,226.12957787513733
9.706083693430175,9.706083693428688,226.99658799171448
9.748671883477861,9.748671883476298,227.83980536460876
9.792021453159856,9.792021453158005,228.68725275993347
9.838334483143935,9.838334483141924,229.59775304794312
9.88468304919041,9.884683049188489,230.4225833415985
9.937588827288854,9.93758882728684,231.27058029174805
9.99247757193639,9.992477571934574,232.09166073799133
10.032549650960942,10.032549650959185,232.91136622428894
