t,t_ch,t_sim,x,y,z,rotq_e0,rotq_e1,rotq_e2,rotq_e3,Fx,Fy,Fz,Fx_prot,Fy_prot,Fz_prot,Fx_applied,Fy_applied,Fz_applied,Fx_Aij,Fy_Aij,Fz_Aij,Mx,My,Mz,Mx_prot,My_prot,Mz_prot,Mx_applied,My_applied,Mz_applied,ax,ay,az,ux,uy,uz,ang_ax,ang_ay,ang_az,ang_ux,ang_uy,ang_uz,hx,hy,hz
0.0,0.0,33.94990420341492,1.692328,0.515,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.0010000000000000002,39.14905118942261,1.692328021360684,0.5149999766960202,0.0,0.9999999999999999,0.0,0.0,-1.975100532902884e-08,0.6473637935717172,-2.4946263129458544,0.0,0.6473637935717172,139.75037368705415,0.0,0.6473637935717172,139.75037368705415,0.0,0.0,0.0,0.0,0.0,0.0,-0.042886152382883645,0.0,0.0,-0.042886152382883624,0.0,0.0,-0.042886152382883624,0.038837677244527864,-0.04237087181954514,0.0,3.8837621637309487e-05,-4.237087220752812e-05,0.0,0.0,0.0,-0.07182202591246163,0.0,0.0,-7.182187680024453e-05,0.0,0.0,0.0
0.003,0.0029999999999999988,41.52564716339111,1.6923281670095178,0.514999773166732,0.0,0.9999999999999918,0.0,0.0,-1.298514414790211e-07,0.5192191057527257,-3.410016802792285,0.0,0.4351035046650738,140.71616985270109,0.0,0.5192191057527257,138.83498319720772,0.0,0.08411560108765183,-1.8811866554933783,0.0,0.0,0.0,-0.017453490518527074,0.0,0.0,0.00031754385489628104,0.0,0.0,-0.01745349051852706,0.03168630850093945,-0.05806135320188152,0.0,0.00010292666886007695,-0.0001569229276849612,0.0,0.0,0.0,-0.03273634768381292,0.0,0.0,-0.00014120066067492884,0.0,0.0,0.0
0.007,0.007000000000000005,43.79124617576599,1.6923288079999044,0.5149986316996331,0.0,0.9999999999998916,0.0,0.0,-4.68265171995337e-07,0.4501714672926509,-3.690713707466216,0.0,0.39046608235009594,141.12261314309683,0.0,0.4501714672926509,138.5542862925338,0.0,0.05970538494255495,-2.5683268505630528,0.0,0.0,0.0,-0.00469261137944979,0.0,0.0,0.0013014760459903313,0.0,0.0,-0.004692611379449765,0.027763984591958567,-0.0628913549251557,0.0,0.0002143942751894544,-0.0004080048667108062,0.0,0.0,0.0,-0.01266660016255874,0.0,0.0,-0.00019392523269878454,0.0,0.0,0.0
0.015,0.014999999999999965,46.06953144073486,1.692331333866124,0.5149933473305117,0.0,0.9999999999989965,0.0,0.0,-1.4163910637146478e-06,0.4038697846957673,-3.658139715888325,0.0,0.35594907302390977,141.366007057157,0.0,0.4038697846957673,138.58686028411168,0.0,0.04792071167185752,-2.779146773045315,0.0,0.0,0.0,-0.0031918107789408426,0.0,0.0,-0.0029390699484268643,0.0,0.0,-0.0031918107789408482,0.024917415337217152,-0.06234272776723337,0.0,0.0004142345574181941,-0.0009067993471073533,0.0,0.0,0.0,-0.010496469100073687,0.0,0.0,-0.0002787000509565472,0.0,0.0,0.0
0.031,0.030999999999999868,48.36386775970459,1.6923413275595083,0.5149710044573317,0.0,0.9999999999901935,0.0,0.0,-4.428781259236701e-06,0.42600023974507384,-3.568394103935134,0.0,0.3844637200927022,141.4307349900496,0.0,0.42600023974507384,138.67660589606487,0.0,0.04153651965237165,-2.7541290939847247,0.0,0.0,0.0,-0.004600712430193256,0.0,0.0,-0.005185106072804493,0.0,0.0,-0.0046007124301932455,0.0259833523977369,-0.060805716231944126,0.0,0.0008318845861071685,-0.001879829836210756,0.0,0.0,0.0,-0.011733979361417493,0.0,0.0,-0.0004717386617317229,0.0,0.0,0.0
0.063,0.06300000000000078,50.72967076301575,1.6923798761763524,0.5148805953180869,0.0,0.9999999998900619,0.0,0.0,-1.4828254871386595e-05,0.3850758997327729,-3.4562886109877695,0.0,0.34013789030246133,141.47591786652242,0.0,0.3850758997327729,138.78871138901224,0.0,0.04493800943031157,-2.6872064775101765,0.0,0.0,0.0,-0.004512446994872298,0.0,0.0,-0.004496920191015726,0.0,0.0,-0.004512446994872288,0.022549038482828215,-0.05889990625550581,0.0,0.0015699284393313844,-0.003764697624359568,0.0,0.0,0.0,-0.009335198481981147,0.0,0.0,-0.000813943359094989,0.0,0.0,0.0
0.127,0.12700000000000233,53.072798013687134,1.6925083592424064,0.5145254274346961,0.0,0.9999999988312059,0.0,0.0,-4.834858484220422e-05,0.25347770011173976,-3.266540719975893,0.0,0.21436829704693033,141.5820135257547,0.0,0.25347770011173976,138.9784592800241,0.0,0.03910940306480944,-2.603554245730586,0.0,0.0,0.0,-0.004035975826267882,0.0,0.0,-0.004819541589403683,0.0,0.0,-0.004035975826267902,0.011545463223174186,-0.055693799796054794,0.0,0.0024109774181238362,-0.007328653233208961,0.0,0.0,0.0,-0.0016923679037645718,0.0,0.0,-0.0011943666529347834,0.0,0.0,0.0
0.17788208126554442,0.1778820812655405,55.73475217819214,1.6926324374987047,0.5141772549729412,0.0,0.9999999969566425,0.0,0.0,-7.801744586818792e-05,0.10839554983870855,1.135182941916696,0.0,0.09253080938810407,145.84232866190268,0.0,0.10839554983870855,143.3801829419167,0.0,0.015864740450604486,-2.4621457199859953,0.0,0.0,0.0,-0.010187899077952941,0.0,0.0,-0.01389412063383916,0.0,0.0,-0.0101878990779528,-0.0007088615717513848,0.019343257766859603,0.0,0.0024424704855840204,-0.006351415725719847,0.0,0.0,0.0,0.0058314340128861695,0.0,0.0,-0.001077202985244648,0.0,0.0,0.0
0.22825011136564455,0.2282501113656365,57.941497802734375,1.692749843113571,0.5139264578617414,0.0,0.9999999948307454,0.0,0.0,-0.00010167849949647439,0.06597331757716629,3.2022226176258357,0.0,0.06467169491864258,144.59138099372726,0.0,0.06597331757716629,145.44722261762584,0.0,0.0013016226585237042,0.8558416238985906,0.0,0.0,0.0,-0.014826749541449104,0.0,0.0,-0.014331789209870218,0.0,0.0,-0.014826749541448867,-0.005797105239032425,0.05450467845834966,0.0,0.002201591212712609,-0.00360924453153661,0.0,0.0,0.0,0.009137916832984486,0.0,0.0,-0.0007540117811157736,0.0,0.0,0.0
