t,t_ch,t_sim,x,y,z,rotq_e0,rotq_e1,rotq_e2,rotq_e3,Fx,Fy,Fz,Fx_prot,Fy_prot,Fz_prot,Fx_applied,Fy_applied,Fz_applied,Fx_Aij,Fy_Aij,Fz_Aij,Mx,My,Mz,Mx_prot,My_prot,Mz_prot,Mx_applied,My_applied,Mz_applied,ax,ay,az,ux,uy,uz,ang_ax,ang_ay,ang_az,ang_ux,ang_uy,ang_uz,hx,hy,hz
1.4287943930520872,1.4287943930520166,108.04611253738403,0.6941118704066229,0.5162342617156938,0.0,0.999996305277782,0.0,0.0,0.0027183507365849003,0.0,-9.536691755835648,0.0,-2.1639809356843553,138.1094974183584,0.0,-2.15692896152647,132.70830824416436,0.0,0.007051974157885332,-5.401189174194016,0.0,0.0,0.0,0.2866593374962524,0.0,0.0,0.17473321555074095,0.0,0.0,0.2866593374962855,0.034760546475183535,-0.16421613199144086,0.0,0.001376422044843318,-0.0173724098516453,0.0,0.0,0.0,0.42612140160679945,0.0,0.0,0.1289402148737583,0.0,0.0,0.0
1.4785423933409951,1.4785423933409232,109.97173142433167,0.6942306786134662,0.5151552725674227,0.0,0.9999816507459647,0.0,0.0,0.0060579015609029865,0.0,-10.010788365452356,0.0,-3.811619372967682,139.3677652335916,0.0,-3.6785419437249653,132.23421163454765,0.0,0.13307742924271657,-7.133553599043935,0.0,0.0,0.0,0.1711787463044528,0.0,0.0,0.09324411644656581,0.0,0.0,0.17117874630447127,0.051055952773078034,-0.17324407109108847,0.0,0.0035282162669364714,-0.025989511469143987,0.0,0.0,0.0,0.18292809886172692,0.0,0.0,0.13916463358474637,0.0,0.0,0.0
1.5303025806609978,1.5303025806609687,111.87075352668762,0.6944885286646514,0.5135619212896136,0.0,0.9999534788335753,0.0,0.0,0.009645733179825706,0.0,-10.654908598887431,0.0,-5.164651662785587,139.08411006967742,0.0,-4.9073084949021135,131.59009140111257,0.0,0.2573431678834735,-7.494018668564839,0.0,0.0,0.0,0.06051632362367308,0.0,0.0,0.040844640069229894,0.0,0.0,0.060516323623679626,0.0639461914675297,-0.1848791910155837,0.0,0.006538363242533028,-0.03555928374344037,0.0,0.0,0.0,-0.04442054702964109,0.0,0.0,0.1377728695283076,0.0,0.0,0.0
1.5850734447926196,1.5850734447925365,113.81560969352722,0.694946501615134,0.5113533407174925,0.0,0.9999131951209299,0.0,0.0,0.013175819632959499,0.0,-9.997715344199179,0.0,-6.327477157480772,140.2418428500989,0.0,-5.947689301358472,132.24728465580083,0.0,0.3797878561223004,-7.994558194298059,0.0,0.0,0.0,-0.09463910526354564,0.0,0.0,-0.060857639202702235,0.0,0.0,-0.09463910526355565,0.06838701288335294,-0.1735869058907353,0.0,0.010217760938911217,-0.04506956514811306,0.0,0.0,0.0,-0.3307885626699435,0.0,0.0,0.11992608221455929,0.0,0.0,0.0
1.6383282345674013,1.6383282345673624,115.8386697769165,0.6955851134092016,0.5088382287079903,0.0,0.9998747956134849,0.0,0.0,0.015823814231691796,0.0,-4.628311537831934,0.0,-7.014028204520511,145.1454242907503,0.0,-6.557540936979883,137.61668846216807,0.0,0.45648726754062824,-7.528735828582232,0.0,0.0,0.0,-0.34226677686812945,0.0,0.0,-0.24546284783512237,0.0,0.0,-0.34226677686816553,0.0595568861441275,-0.08061265153483863,0.0,0.013682091354287974,-0.049369456595647516,0.0,0.0,0.0,-0.7500118784218527,0.0,0.0,0.07922676012857521,0.0,0.0,0.0
1.6754677122635893,1.6754677122635422,117.94186973571777,0.6961312111356099,0.5070956552938749,0.0,0.9998575447336775,0.0,0.0,0.016878691865555615,0.0,7.793043779120268,0.0,-7.0490879251620795,153.52351083629276,0.0,-6.684211174216748,150.03804377912027,0.0,0.3648767509453311,-3.485467057172499,0.0,0.0,0.0,-0.6019852586305291,0.0,0.0,-0.4175185010588082,0.0,0.0,-0.6019852586305889,0.04457030586337786,0.1325856109576194,0.0,0.015630155499728977,-0.04446300299141121,0.0,0.0,0.0,-1.1769622341087886,0.0,0.0,0.034730621569718734,0.0,0.0,0.0
1.708027888712907,1.708027888712851,120.00446724891663,0.696660580814615,0.5057704178313603,0.0,0.9998540860746106,0.0,0.0,0.017082346438706566,0.0,13.63755488083649,0.0,-5.73713933342513,149.9465197276188,0.0,-5.694707825709845,155.8825548808365,0.0,0.042431507715285366,5.936035153217699,0.0,0.0,0.0,-0.7167908355986012,0.0,0.0,-0.4453564860336179,0.0,0.0,-0.7167908355986776,0.025839524748883846,0.23080603326345647,0.0,0.016782923901553705,-0.03695379446828033,0.0,0.0,0.0,-1.3258845767552159,0.0,0.0,-0.00930823304287854,0.0,0.0,0.0
1.7414912092039945,1.7414912092039667,121.99316716194153,0.6972322964918304,0.5046691083783198,0.0,0.9998639649818275,0.0,0.0,0.016493984684179733,0.0,14.38177155337246,0.0,-3.663223738538576,146.22876035913157,0.0,-3.7638732178322782,156.62677155337246,0.0,-0.10064947929370216,10.398011194240881,0.0,0.0,0.0,-0.8574714279033662,0.0,0.0,-0.5556687565844494,0.0,0.0,-0.8574714279034636,0.001963595370009855,0.24078405475577436,0.0,0.017254034537499012,-0.02889259699554707,0.0,0.0,0.0,-1.4968707403035468,0.0,0.0,-0.06052710053249219,0.0,0.0,0.0
1.77290209347436,1.7729020934743092,123.87377285957336,0.6977711328414665,0.5038949002030505,0.0,0.9998845887408274,0.0,0.0,0.01519240594938503,0.0,16.17609796688774,0.0,-1.9277249934823923,147.43762056254315,0.0,-2.022132970044679,158.42109796688774,0.0,-0.09440797656228653,10.98347740434461,0.0,0.0,0.0,-0.8271665151811937,0.0,0.0,-0.4878790872031659,0.0,0.0,-0.8271665151812855,-0.023344195782555102,0.26943352106081037,0.0,0.01692339504408748,-0.02042822626702737,0.0,0.0,0.0,-1.3709832429252697,0.0,0.0,-0.10472369750906968,0.0,0.0,0.0
1.803479064750738,1.8034790647506829,125.9258484840393,0.6982736779906245,0.5034220395315662,0.0,0.999911723850867,0.0,0.0,0.013287005137801323,0.0,19.49021787460606,0.0,-0.15126154873853295,149.3929981157904,0.0,-0.3125008137733254,161.73521787460606,0.0,-0.1612392650347924,12.34221975881568,0.0,0.0,0.0,-0.7991606716019802,0.0,0.0,-0.4923341364129778,0.0,0.0,-0.7991606716020689,-0.04926911262785419,0.32381759845925695,0.0,0.015817717451110228,-0.010528974437197462,0.0,0.0,0.0,-1.2506650842987304,0.0,0.0,-0.14406200997161897,0.0,0.0,0.0
1.834615578578938,1.8346155785788736,127.88947033882141,0.6987380019716654,0.5032797459514574,0.0,0.9999422459727961,0.0,0.0,0.010747312167629426,0.0,23.02482396991124,0.0,1.431076462211779,150.41960706321078,0.0,1.1839426066209862,165.26982396991124,0.0,-0.247133855590793,14.850216906700462,0.0,0.0,0.0,-0.7957431086161508,0.0,0.0,-0.5216763007947741,0.0,0.0,-0.795743108616233,-0.07570155471748041,0.3817991721696652,0.0,0.013874637674611523,0.00135578904317859,0.0,0.0,0.0,-1.1752748027755187,0.0,0.0,-0.18173921112604716,0.0,0.0,0.0
1.8643754756980517,1.864375475697963,129.9042136669159,0.699113820441789,0.5034997941849624,0.0,0.9999694992801459,0.0,0.0,0.007810282284175468,0.0,24.429184963352043,0.0,3.3029055176731137,149.1497116869156,0.0,3.014607092160702,166.67418496335205,0.0,-0.28829842551241186,17.52447327643645,0.0,0.0,0.0,-0.7333636460299623,0.0,0.0,-0.48248342777402425,0.0,0.0,-0.733363646030044,-0.09947364492621379,0.40454072453352985,0.0,0.011270236588031647,0.013393858662800222,0.0,0.0,0.0,-1.0077623109748959,0.0,0.0,-0.2126242864053384,0.0,0.0,0.0
1.8910456539892033,1.8910456539891067,131.99222207069397,0.6993767903817173,0.5039915035275102,0.0,0.9999883180972929,0.0,0.0,0.004833597924049277,0.0,22.74058166998981,0.0,5.2062621198461825,146.4280951717145,0.0,4.9204016210407975,164.9855816699898,0.0,-0.2858604988053848,18.557486498275317,0.0,0.0,0.0,-0.6164477322634524,0.0,0.0,-0.40979391630310463,0.0,0.0,-0.6164477322635213,-0.11814741532722477,0.3765352448060449,0.0,0.00837379198113074,0.02343896030637167,0.0,0.0,0.0,-0.7606141782649346,0.0,0.0,-0.23352438101886902,0.0,0.0,0.0
1.9158837612946753,1.915883761294552,134.00615096092224,0.6995468456286638,0.504682706075215,0.0,0.9999983043394279,0.0,0.0,0.0018415532068277634,0.0,21.218298775676743,0.0,6.954986982224695,146.23343569900317,0.0,6.681211061575332,163.46329877567675,0.0,-0.2737759206493635,17.229863076673592,0.0,0.0,0.0,-0.5251758996408524,0.0,0.0,-0.3797790729956147,0.0,0.0,-0.5251758996409105,-0.13258067027265596,0.35185049249809863,0.0,0.0052674291159331655,0.0321801498563257,0.0,0.0,0.0,-0.5703720384076654,0.0,0.0,-0.2481101769240099,0.0,0.0,0.0
1.9426381179281729,1.942638117928044,136.1132082939148,0.6996387604614721,0.5056799811391087,0.0,0.9999987843495121,0.0,0.0,-0.001559262466620456,0.0,22.83349899742862,0.0,8.237973952353293,149.04579261352646,0.0,7.970766958642641,165.07849899742862,0.0,-0.2672069937106524,16.032706383902177,0.0,0.0,0.0,-0.4613697643072366,0.0,0.0,-0.3637595286908418,0.0,0.0,-0.4613697643072904,-0.14489866066264004,0.3797143329749692,0.0,0.001558468033930685,0.04233539170317658,0.0,0.0,0.0,-0.4384102067484046,0.0,0.0,-0.2601691492324853,0.0,0.0,0.0
1.9731027492516608,1.9731027492515445,138.13825130462646,0.699617355948556,0.5071579607779703,0.0,0.9999844419045137,0.0,0.0,-0.005578167159402734,0.0,24.224108746755206,0.0,9.268198635160557,149.260423836551,0.0,9.04212237489184,166.4691087467552,0.0,-0.22607626026871752,17.208684910204187,0.0,0.0,0.0,-0.3462267969017694,0.0,0.0,-0.28450987286184853,0.0,0.0,-0.3462267969018109,-0.15400551173328367,0.4045460934287899,0.0,-0.0029986819174255904,0.054656133984961754,0.0,0.0,0.0,-0.23061279136917257,0.0,0.0,-0.2673978016008251,0.0,0.0,0.0
2.009435888260914,2.0094358882608043,140.16036295890808,0.6994054128944275,0.5093950143964873,0.0,0.9999461954196772,0.0,0.0,-0.010373343995746189,0.0,22.55465297676605,0.0,9.740159135998253,146.60439007179158,0.0,9.575121625053566,164.79965297676605,0.0,-0.16503751094468644,18.19526290497448,0.0,0.0,0.0,-0.0993835719973237,0.0,0.0,-0.09150279601065983,0.0,0.0,-0.09938357199733536,-0.15704342035338126,0.37943495149429113,0.0,-0.008672693170027784,0.06844464610881856,0.0,0.0,0.0,0.18660162880025072,0.0,0.0,-0.2605292962135211,0.0,0.0,0.0
2.0572498501809675,2.0572498501807877,142.1611132621765,0.6988130473204471,0.513027714764386,0.0,0.9998695836082012,0.0,0.0,-0.016149791797664174,0.0,18.434919861825563,0.0,9.555006264840955,143.83180532260894,0.0,9.404354105328617,160.67991986182557,0.0,-0.15065215951233862,16.848114539216617,0.0,0.0,0.0,0.2582543261486434,0.0,0.0,0.16614173551338912,0.0,0.0,0.2582543261486715,-0.14609593799379453,0.3138987437586742,0.0,-0.015999880994904955,0.08346684216441513,0.0,0.0,0.0,0.7620606789969886,0.0,0.0,-0.22308306290089053,0.0,0.0,0.0
2.1127040873809344,2.1127040873807736,144.56589198112488,0.697713615957321,0.5179031827602079,0.0,0.9997775850497643,0.0,0.0,-0.02108981820703457,0.0,9.042067997132364,0.0,8.413711003591848,137.64397380735278,0.0,8.252437447078226,151.28706799713237,0.0,-0.1612735565136221,13.643094189779596,0.0,0.0,0.0,0.7647079350206573,0.0,0.0,0.5415902221892066,0.0,0.0,0.7647079350207422,-0.11139583047921578,0.15904639273968602,0.0,-0.02330011188123461,0.0923306034282586,0.0,0.0,0.0,1.555738540955388,0.0,0.0,-0.13421246554824331,0.0,0.0,0.0
2.14818056220437,2.148180562204157,146.66322231292725,0.6968215515943628,0.5210773480059772,0.0,0.9997400227862585,0.0,0.0,-0.022801027153933267,0.0,-9.849356171532747,0.0,5.930565301738612,125.77763900637143,0.0,5.61420324104691,132.39564382846726,0.0,-0.3163620606917026,6.61800482209584,0.0,0.0,0.0,1.0802008649913473,0.0,0.0,0.6913791245997615,0.0,0.0,1.0802008649914703,-0.0793107217986555,-0.16319342889094088,0.0,-0.02676875819645798,0.08659217633810663,0.0,0.0,0.0,2.069373447174894,0.0,0.0,-0.05939924631455413,0.0,0.0,0.0
